,mean,max_brightness_count,min_brightness_count,total_count,center
391,115.0,0.0,25.0,4788.0,121.0
392,115.0,0.0,25.0,4788.0,121.0
393,114.0,0.0,93.0,4876.0,113.0
394,114.0,0.0,93.0,4876.0,113.0
395,114.0,0.0,93.0,4876.0,113.0
396,108.0,0.0,50.0,4785.0,115.0
397,108.0,0.0,50.0,4785.0,115.0
398,108.0,0.0,50.0,4785.0,115.0
399,108.0,0.0,6.0,3969.0,108.0
400,108.0,0.0,6.0,3969.0,108.0
401,108.0,0.0,6.0,3969.0,108.0
402,107.0,0.0,20.0,4770.0,118.0
403,107.0,0.0,20.0,4770.0,118.0
404,107.0,0.0,20.0,4770.0,118.0
405,107.0,0.0,11.0,4914.0,113.0
406,107.0,0.0,11.0,4914.0,113.0
407,107.0,0.0,11.0,4914.0,113.0
408,109.0,0.0,34.0,5035.0,116.0
409,109.0,0.0,34.0,5035.0,116.0
410,109.0,0.0,34.0,5035.0,116.0
411,109.0,0.0,24.0,6120.0,116.0
412,109.0,0.0,24.0,6120.0,116.0
413,109.0,0.0,24.0,6120.0,116.0
414,123.0,0.0,52.0,7626.0,136.0
415,123.0,0.0,52.0,7626.0,136.0
416,123.0,0.0,52.0,7626.0,136.0
417,129.0,0.0,102.0,9750.0,130.0
418,129.0,0.0,102.0,9750.0,130.0
419,129.0,0.0,102.0,9750.0,130.0
420,135.0,0.0,91.0,10668.0,145.0
421,135.0,0.0,91.0,10668.0,145.0
422,135.0,0.0,91.0,10668.0,145.0
423,141.0,0.0,114.0,11310.0,146.0
424,141.0,0.0,114.0,11310.0,146.0
425,141.0,0.0,114.0,11310.0,146.0
426,144.0,0.0,220.0,12267.0,143.0
427,144.0,0.0,220.0,12267.0,143.0
428,144.0,0.0,220.0,12267.0,143.0
429,149.0,0.0,169.0,12420.0,159.0
430,149.0,0.0,169.0,12420.0,159.0
431,149.0,0.0,169.0,12420.0,159.0
432,150.0,0.0,247.0,12922.0,160.0
433,150.0,0.0,247.0,12922.0,160.0
434,150.0,0.0,247.0,12922.0,160.0
435,151.0,1.0,422.0,12460.0,162.0
436,151.0,1.0,422.0,12460.0,162.0
437,151.0,1.0,422.0,12460.0,162.0
438,153.0,1.0,458.0,12460.0,158.0
439,153.0,1.0,458.0,12460.0,158.0
440,153.0,1.0,458.0,12460.0,158.0
441,157.0,0.0,533.0,12420.0,167.0
442,157.0,0.0,533.0,12420.0,167.0
443,157.0,0.0,533.0,12420.0,167.0
444,158.0,2.0,704.0,12927.0,172.0
